mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.36,"10 km NNE of Minersville, Utah",1618512188080,1618514463820,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60433017,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60433017&format=geojson,,,,,reviewed,0,28,uu,60433017,",uu60433017,",",uu,",",origin,phase-data,",6.0,0.1537,0.16,162.0,ml,earthquake,"M 1.4 - 10 km NNE of Minersville, Utah"
0.76,"12km WNW of Anza, CA",1618511892950,1618517563441,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851224,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851224&format=geojson,,,,,reviewed,0,9,ci,39851224,",ci39851224,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.03298,0.1,40.0,ml,earthquake,"M 0.8 - 12km WNW of Anza, CA"
1.44,"7km ESE of Santa Venetia, CA",1618511549210,1618605992485,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549830,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549830&format=geojson,,,,,reviewed,0,32,nc,73549830,",nc73549830,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.02494,0.12,69.0,md,quarry blast,"M 1.4 Quarry Blast - 7km ESE of Santa Venetia, CA"
0.96,"23 km E of Honaunau-Napoopoo, Hawaii",1618510895500,1618513448310,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427207,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427207&format=geojson,,,,,reviewed,0,14,hv,72427207,",hv72427207,",",hv,",",origin,phase-data,",12.0,,0.11,101.0,md,earthquake,"M 1.0 - 23 km E of Honaunau-Napoopoo, Hawaii"
0.87,"7km ENE of Aguanga, CA",1618510704310,1618517350849,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851176&format=geojson,,,,,reviewed,0,12,ci,39851176,",ci39851176,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.03645,0.11,38.0,ml,earthquake,"M 0.9 - 7km ENE of Aguanga, CA"
1.31,"4 km WNW of North Saanich, Canada",1618510497760,1618608242210,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61715892,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61715892&format=geojson,,,,,reviewed,0,26,uw,61715892,",uw61715892,",",uw,",",origin,phase-data,",4.0,0.03452,0.26,154.0,ml,explosion,"M 1.3 Explosion - 4 km WNW of North Saanich, Canada"
4.6,"132 km SSW of Manuel Ávila Camacho (Ponte Duro), Mexico",1618510201948,1620911629040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e1wp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e1wp&format=geojson,,,,,reviewed,0,326,us,6000e1wp,",us6000e1wp,",",us,",",origin,phase-data,",,1.321,0.87,189.0,mb,earthquake,"M 4.6 - 132 km SSW of Manuel Ávila Camacho (Ponte Duro), Mexico"
3.06,"14km ENE of Ridgecrest, CA",1618509903520,1620335523040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851144,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851144&format=geojson,12.0,2.9,,,reviewed,0,148,ci,39851144,",ci39851144,us6000e1wn,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",59.0,0.106,0.12,37.0,ml,earthquake,"M 3.1 - 14km ENE of Ridgecrest, CA"
1.9,"55 km S of Whites City, New Mexico",1618509701833,1618511089080,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021hjkb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021hjkb&format=geojson,,,,,reviewed,0,56,tx,2021hjkb,",tx2021hjkb,",",tx,",",origin,phase-data,",17.0,0.0940750681,0.3,54.0,ml,earthquake,"M 1.9 - 55 km S of Whites City, New Mexico"
1.6,"54 km S of Whites City, New Mexico",1618509650595,1618610388157,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021hjjz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021hjjz&format=geojson,,,,,reviewed,0,39,tx,2021hjjz,",tx2021hjjz,",",tx,",",origin,phase-data,",14.0,0.09873812934,0.3,53.0,ml,earthquake,"M 1.6 - 54 km S of Whites City, New Mexico"
0.41,"6km S of Idyllwild, CA",1618509630780,1618584793392,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851136&format=geojson,,,,,reviewed,0,3,ci,39851136,",ci39851136,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.02596,0.11,91.0,ml,earthquake,"M 0.4 - 6km S of Idyllwild, CA"
1.5,"18 km SSE of Funny River, Alaska",1618508762801,1618508948341,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0214txtoag,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0214txtoag&format=geojson,,,,,automatic,0,35,ak,0214txtoag,",ak0214txtoag,",",ak,",",origin,",,,0.33,,ml,earthquake,"M 1.5 - 18 km SSE of Funny River, Alaska"
1.69,"5 km SSE of Owasso, Oklahoma",1618508713609,1618584357030,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjjl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjjl&format=geojson,,,,,reviewed,0,44,ok,2021hjjl,",ok2021hjjl,",",ok,",",origin,phase-data,",41.0,0.3113389047,0.36,117.0,ml,quarry blast,"M 1.7 Quarry Blast - 5 km SSE of Owasso, Oklahoma"
-0.43,"79 km W of Salamatof, Alaska",1618508339790,1618508995120,,https://earthquake.usgs.gov/earthquakes/eventpage/av91222491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91222491&format=geojson,,,,,reviewed,0,0,av,91222491,",av91222491,",",av,",",origin,phase-data,",10.0,,0.06,105.0,ml,earthquake,"M -0.4 - 79 km W of Salamatof, Alaska"
2.05,"3 km SSW of Mill Creek, Oklahoma",1618508158759,1618583920960,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021hjjd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021hjjd&format=geojson,,,,,reviewed,0,65,ok,2021hjjd,",ok2021hjjd,",",ok,",",origin,phase-data,",31.0,0.2159576217,0.31,81.0,ml,quarry blast,"M 2.1 Quarry Blast - 3 km SSW of Mill Creek, Oklahoma"
1.91999996,"6 km E of Pāhala, Hawaii",1618507955800,1618508162010,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427187,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427187&format=geojson,,,,,automatic,0,57,hv,72427187,",hv72427187,",",hv,",",origin,phase-data,",39.0,,0.140000001,149.0,md,earthquake,"M 1.9 - 6 km E of Pāhala, Hawaii"
0.87,"25km SSW of Ocotillo Wells, CA",1618507890500,1618518051863,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851056&format=geojson,,,,,reviewed,0,12,ci,39851056,",ci39851056,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.0713,0.15,88.0,ml,earthquake,"M 0.9 - 25km SSW of Ocotillo Wells, CA"
1.66,"19 km WNW of Stanley, Idaho",1618507683330,1618515105520,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80496764,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80496764&format=geojson,,,,,reviewed,0,42,mb,80496764,",mb80496764,",",mb,",",origin,phase-data,",8.0,0.156,0.21,85.0,ml,earthquake,"M 1.7 - 19 km WNW of Stanley, Idaho"
1.63,"13km SE of Olancha, CA",1618507631990,1618515250030,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39851048,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39851048&format=geojson,,,,,reviewed,0,41,ci,39851048,",ci39851048,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",23.0,0.09424,0.11,64.0,ml,earthquake,"M 1.6 - 13km SE of Olancha, CA"
1.6,"54 km S of Whites City, New Mexico",1618507583327,1618607335917,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021hjiv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021hjiv&format=geojson,,,,,reviewed,0,39,tx,2021hjiv,",tx2021hjiv,",",tx,",",origin,phase-data,",12.0,0.03736973814,0.2,56.0,ml,earthquake,"M 1.6 - 54 km S of Whites City, New Mexico"
1.56,"22km ESE of Yosemite Valley, CA",1618506566330,1618912507411,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549805,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549805&format=geojson,,,,,reviewed,0,37,nc,73549805,",nc73549805,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.226,0.16,79.0,md,earthquake,"M 1.6 - 22km ESE of Yosemite Valley, CA"
1.85000002,"4 km SW of Pāhala, Hawaii",1618506410580,1618506613850,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427172,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427172&format=geojson,,,,,automatic,0,53,hv,72427172,",hv72427172,",",hv,",",origin,phase-data,",35.0,,0.140000001,148.0,md,earthquake,"M 1.9 - 4 km SW of Pāhala, Hawaii"
1.3,"6 km SW of Clatskanie, Oregon",1618506360920,1618608026290,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61715877,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61715877&format=geojson,,,,,reviewed,0,26,uw,61715877,",uw61715877,",",uw,",",origin,phase-data,",7.0,0.143,0.17,144.0,ml,explosion,"M 1.3 Explosion - 6 km SW of Clatskanie, Oregon"
1.6,"18 km WSW of Nanwalek, Alaska",1618506190463,1618506444267,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0214txkgyv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0214txkgyv&format=geojson,,,,,automatic,0,39,ak,0214txkgyv,",ak0214txkgyv,",",ak,",",origin,",,,0.64,,ml,earthquake,"M 1.6 - 18 km WSW of Nanwalek, Alaska"
0.8,"8 km SW of Deer Lodge, Montana",1618505822400,1618586697480,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80497614,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80497614&format=geojson,,,,,reviewed,0,10,mb,80497614,",mb80497614,",",mb,",",origin,phase-data,",8.0,0.278,0.07,112.0,ml,earthquake,"M 0.8 - 8 km SW of Deer Lodge, Montana"
1.33000004,"3 km SSW of Volcano, Hawaii",1618505678790,1618518890630,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427162&format=geojson,,,,,reviewed,0,27,hv,72427162,",hv72427162,",",hv,",",origin,phase-data,",7.0,,0.07,114.0,md,earthquake,"M 1.3 - 3 km SSW of Volcano, Hawaii"
3.18,"30 km NNW of Otra Banda, Dominican Republic",1618505606790,1620856207040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021105002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021105002&format=geojson,,,,,reviewed,0,156,pr,2021105002,",us6000e1w7,pr2021105002,",",us,pr,",",origin,phase-data,",7.0,0.5295,0.61,155.0,md,earthquake,"M 3.2 - 30 km NNW of Otra Banda, Dominican Republic"
0.96,"55km NNW of Stovepipe Wells, CA",1618505601690,1618517418922,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39850992,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39850992&format=geojson,,,,,reviewed,0,14,ci,39850992,",ci39850992,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.06484,0.25,158.0,ml,earthquake,"M 1.0 - 55km NNW of Stovepipe Wells, CA"
0.66,"12km ENE of Coso Junction, CA",1618505500940,1618512266845,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37472197,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37472197&format=geojson,,,,,reviewed,0,7,ci,37472197,",ci37472197,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.03031,0.08,88.0,ml,earthquake,"M 0.7 - 12km ENE of Coso Junction, CA"
0.4,"14km W of Searles Valley, CA",1618505487270,1618512477814,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39850984,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39850984&format=geojson,,,,,reviewed,0,2,ci,39850984,",ci39850984,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.06104,0.09,143.0,ml,earthquake,"M 0.4 - 14km W of Searles Valley, CA"
4.6,"34 km SSW of Turt, Mongolia",1618504924195,1620856124040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e1vu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e1vu&format=geojson,,,,,reviewed,0,326,us,6000e1vu,",us6000e1vu,",",us,",",origin,phase-data,",,2.075,0.67,35.0,mb,earthquake,"M 4.6 - 34 km SSW of Turt, Mongolia"
0.49,"8km W of Cobb, CA",1618504673390,1618894865659,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549800&format=geojson,,,,,reviewed,0,4,nc,73549800,",nc73549800,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.008649,0.02,48.0,md,earthquake,"M 0.5 - 8km W of Cobb, CA"
-0.7,"84 km NW of Karluk, Alaska",1618504638710,1618536038950,,https://earthquake.usgs.gov/earthquakes/eventpage/av91024183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91024183&format=geojson,,,,,reviewed,0,0,av,91024183,",av91024183,",",av,",",origin,phase-data,",4.0,,0.26,259.0,ml,earthquake,"M -0.7 - 84 km NW of Karluk, Alaska"
1.70000005,"2 km SSW of Pāhala, Hawaii",1618504218450,1618504415560,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427137,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427137&format=geojson,,,,,automatic,0,44,hv,72427137,",hv72427137,",",hv,",",origin,phase-data,",33.0,,0.189999998,152.0,md,earthquake,"M 1.7 - 2 km SSW of Pāhala, Hawaii"
1.62,"13 km SSW of Beaver, Utah",1618503911390,1618507752850,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60433012,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60433012&format=geojson,,,,,reviewed,0,40,uu,60433012,",uu60433012,",",uu,",",origin,phase-data,",9.0,0.3209,0.23,97.0,ml,earthquake,"M 1.6 - 13 km SSW of Beaver, Utah"
0.85,"8km NW of The Geysers, CA",1618503723710,1618504924808,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549795,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549795&format=geojson,,,,,automatic,0,11,nc,73549795,",nc73549795,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.006864,0.02,89.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
1.19,"8km WNW of Cobb, CA",1618503417360,1618898107982,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549790,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549790&format=geojson,,,,,reviewed,0,22,nc,73549790,",nc73549790,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",32.0,0.01287,0.03,44.0,md,earthquake,"M 1.2 - 8km WNW of Cobb, CA"
2.21000004,"5 km SSE of Pāhala, Hawaii",1618502702500,1618502903320,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427097,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427097&format=geojson,,,,,automatic,0,75,hv,72427097,",hv72427097,",",hv,",",origin,phase-data,",40.0,,0.119999997,169.0,md,earthquake,"M 2.2 - 5 km SSE of Pāhala, Hawaii"
0.87,"22 km E of Honaunau-Napoopoo, Hawaii",1618502551850,1618508253250,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427087&format=geojson,,,,,reviewed,0,12,hv,72427087,",hv72427087,",",hv,",",origin,phase-data,",11.0,,0.09,109.0,md,earthquake,"M 0.9 - 22 km E of Honaunau-Napoopoo, Hawaii"
1.3,"50 km SSW of Shungnak, Alaska",1618502270415,1618502566990,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0214twp9mv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0214twp9mv&format=geojson,,,,,automatic,0,26,ak,0214twp9mv,",ak0214twp9mv,",",ak,",",origin,",,,0.58,,ml,earthquake,"M 1.3 - 50 km SSW of Shungnak, Alaska"
0.36,"8km WNW of Cobb, CA",1618501687260,1618502885587,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549785,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549785&format=geojson,,,,,automatic,0,2,nc,73549785,",nc73549785,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.0125,0.03,59.0,md,earthquake,"M 0.4 - 8km WNW of Cobb, CA"
4.3,south of the Fiji Islands,1618501272710,1620855483040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000e3gi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000e3gi&format=geojson,,,,,reviewed,0,284,us,6000e3gi,",us6000e3gi,",",us,",",origin,phase-data,",,8.914,0.2,152.0,mb,earthquake,M 4.3 - south of the Fiji Islands
1.6,"19 km WSW of Salamatof, Alaska",1618500629074,1618500874251,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0214twjfnf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0214twjfnf&format=geojson,,,,,automatic,0,39,ak,0214twjfnf,",ak0214twjfnf,",",ak,",",origin,",,,0.53,,ml,earthquake,"M 1.6 - 19 km WSW of Salamatof, Alaska"
0.92,"22 km E of Honaunau-Napoopoo, Hawaii",1618500234560,1618508734160,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427047&format=geojson,,,,,reviewed,0,13,hv,72427047,",hv72427047,",",hv,",",origin,phase-data,",15.0,,0.1,103.0,md,earthquake,"M 0.9 - 22 km E of Honaunau-Napoopoo, Hawaii"
2.27999997,"4 km SSW of Pāhala, Hawaii",1618499993260,1618500330010,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427042,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427042&format=geojson,,,,,automatic,0,80,hv,72427042,",hv72427042,",",hv,",",origin,phase-data,",37.0,,0.119999997,152.0,md,earthquake,"M 2.3 - 4 km SSW of Pāhala, Hawaii"
-1.05,"83 km NNW of Karluk, Alaska",1618499861210,1618535550490,,https://earthquake.usgs.gov/earthquakes/eventpage/av91024173,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91024173&format=geojson,,,,,reviewed,0,0,av,91024173,",av91024173,",",av,",",origin,phase-data,",5.0,,0.07,163.0,ml,earthquake,"M -1.1 - 83 km NNW of Karluk, Alaska"
2.31,"3 km SW of Pāhala, Hawaii",1618499860900,1620854943040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72427032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72427032&format=geojson,,,,,automatic,0,82,hv,72427032,",us6000e1su,hv72427032,",",us,hv,",",origin,phase-data,",43.0,,0.129999995,145.0,ml,earthquake,"M 2.3 - 3 km SW of Pāhala, Hawaii"
1.1,"32 km SE of Mina, Nevada",1618499695748,1618512939711,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00805090,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00805090&format=geojson,,,,,reviewed,0,19,nn,00805090,",nn00805090,",",nn,",",origin,phase-data,",19.0,0.024,0.0789,93.18,ml,earthquake,"M 1.1 - 32 km SE of Mina, Nevada"
0.82,"13km N of Borrego Springs, CA",1618499620370,1618506436302,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39850848,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39850848&format=geojson,,,,,reviewed,0,10,ci,39850848,",ci39850848,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.05017,0.11,64.0,ml,earthquake,"M 0.8 - 13km N of Borrego Springs, CA"
1.33,"10km NE of Milpitas, CA",1618499538370,1618616226839,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73549780,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73549780&format=geojson,,,,,reviewed,0,27,nc,73549780,",nc73549780,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",35.0,0.03514,0.08,62.0,md,earthquake,"M 1.3 - 10km NE of Milpitas, CA"
1.9,"34 km NNE of Petersville, Alaska",1618499253650,1618499621833,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0214tweikv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0214tweikv&format=geojson,,,,,automatic,0,56,ak,0214tweikv,",ak0214tweikv,",",ak,",",origin,",,,0.65,,ml,earthquake,"M 1.9 - 34 km NNE of Petersville, Alaska"
2.5,"33 km NE of Benton, California",1618499109184,1620854824040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00805087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00805087&format=geojson,,,,,reviewed,0,96,nn,00805087,",us6000e1ss,nn00805087,",",us,nn,",",origin,phase-data,",29.0,0.189,0.135,76.38,ml,earthquake,"M 2.5 - 33 km NE of Benton, California"
0.88,"13km SW of Searles Valley, CA",1618499104390,1618500217234,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39850832,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39850832&format=geojson,,,,,reviewed,0,12,ci,39850832,",ci39850832,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.09701,0.13,166.0,ml,earthquake,"M 0.9 - 13km SW of Searles Valley, CA"
1.86,"15km SSW of Searles Valley, CA",1618498968740,1618505696100,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39850824,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39850824&format=geojson,,,,,reviewed,0,53,ci,39850824,",ci39850824,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",27.0,0.07295,0.12,64.0,ml,earthquake,"M 1.9 - 15km SSW of Searles Valley, CA"
1.08,"12km SSW of Searles Valley, CA",1618498949180,1618504719256,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39850816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39850816&format=geojson,,,,,reviewed,0,18,ci,39850816,",ci39850816,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.08301,0.09,114.0,ml,earthquake,"M 1.1 - 12km SSW of Searles Valley, CA"
2.11,"16km W of Searles Valley, CA",1618498866700,1618504366300,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39850808,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39850808&format=geojson,,,,,reviewed,0,68,ci,39850808,",ci39850808,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.05115,0.13,73.0,ml,earthquake,"M 2.1 - 16km W of Searles Valley, CA"
